VMIP	CPUIDLE	CPUUSERLEVEL	CPUSYSTEMLEVEL	BOOTTIME	NUMCPU	INPACKETS	OUTPACKETS	SYSTEMCLOCK	OUTBYTES	INBYTES	FREEDISK	CPUSPEED	TOTALMEMORY	FREEMEMORY	TOTALDISKSIZE	MAXUSEDPARTITION	MAXTRANSFERUNIT	OSNAME	OSRELEASE	MACHINETYPE	CPUWIO	CPUNICE	SHAREDMEMORY	CACHEDMEMORY	MEMORYBUFFER	TOTALSWAPSPACE	FREESWAPSPACE	TOTALNUMPROCESSES	TOTALRUNPROCESSES	ONEMINUTELOAD	FIVEMINUTESLOAD	FIFTEENMINUTESLOAD
1432397155	0.9	89.6	9.5	1427367964	2	4.72	0.55	1427974494	45.75	303.02	51.35	2394.0	2049920.0	91800.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114756.0	2095100.0	2095100.0	293	48	52.46	56.47	39.74	
1432397190	0.0	90.4	9.6	1427368584	2	4.88	0.68	1427974497	55.35	331.6	37.1	2394.0	4047916.0	142440.0	59.051	37.2	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1861120.0	222392.0	4192252.0	4061964.0	393	21	16.6	15.14	13.23	
1432397127	12.5	67.4	17.3	1427368452	2	4376.29	40379.61	1427974546	5.9808656E7	369400.16	55.804	3391.0	3612028.0	219012.0	74.919	25.5	0	Linux	3.13.0-48-generic	x86	2.8	0.0	0.0	1428784.0	348656.0	3657724.0	3657416.0	874	83	62.16	61.04	44.98	
1432397155	0.9	88.5	10.6	1427367964	2	4.72	0.55	1427974534	45.75	303.02	51.35	2394.0	2049920.0	89604.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114776.0	2095100.0	2095100.0	293	71	51.61	55.81	40.23	
1432397190	0.0	90.4	9.6	1427368584	2	4.88	0.68	1427974537	55.35	331.6	37.1	2394.0	4047916.0	139256.0	59.051	37.2	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1884324.0	200944.0	4192252.0	4060392.0	393	10	14.94	15.08	13.41	
1432397127	22.6	59.1	16.0	1427368452	2	4471.75	39207.61	1427974586	5.803584E7	376022.44	55.784	3391.0	3612028.0	217480.0	74.919	25.5	0	Linux	3.13.0-48-generic	x86	2.3	0.0	0.0	1432696.0	348656.0	3657724.0	3657416.0	859	0	59.11	60.6	45.43	
1432397155	0.9	88.5	10.6	1427367964	2	4.72	0.55	1427974574	45.75	303.02	51.35	2394.0	2049920.0	89604.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114776.0	2095100.0	2095100.0	293	71	53.66	56.02	40.63	
1432397190	0.0	90.1	9.8	1427368584	2	4.88	0.68	1427974580	55.35	331.6	36.999	2394.0	4047916.0	145540.0	59.051	37.3	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1905368.0	173660.0	4192252.0	4058920.0	393	10	14.94	15.08	13.41	
1432397127	16.6	62.5	18.2	1427368452	2	4221.88	39430.79	1427974626	5.8410292E7	357101.78	55.784	3391.0	3612028.0	195612.0	74.919	25.5	0	Linux	3.13.0-48-generic	x86	2.8	0.0	0.0	1436564.0	348656.0	3657724.0	3657416.0	859	0	44.46	56.83	44.82	
1432397155	0.9	90.6	8.4	1427367964	2	1.9	0.62	1427974624	52.75	169.28	51.35	2394.0	2049920.0	87844.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114812.0	2095100.0	2095100.0	293	58	54.66	55.59	41.43	
1432397190	0.0	90.1	9.8	1427368584	2	1.17	0.82	1427974617	70.15	91.15	36.999	2394.0	4047916.0	148452.0	59.051	37.3	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1924780.0	154264.0	4192252.0	4056064.0	393	23	16.09	15.22	13.58	
1432397127	14.6	65.6	18.2	1427368452	2	4313.65	39878.71	1427974666	5.9078848E7	364480.97	55.784	3391.0	3612028.0	206880.0	74.919	25.5	0	Linux	3.13.0-48-generic	x86	1.7	0.0	0.0	1440476.0	348660.0	3657724.0	3657416.0	886	106	36.91	53.77	44.32	
1432397155	0.9	90.6	8.4	1427367964	2	1.9	0.62	1427974654	52.75	169.28	51.35	2394.0	2049920.0	86324.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114828.0	2095100.0	2095100.0	293	58	54.87	55.26	41.9	
1432397190	0.0	90.4	9.6	1427368584	2	1.17	0.82	1427974667	70.15	91.15	36.999	2394.0	4047916.0	155676.0	59.051	37.3	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1946264.0	127188.0	4192252.0	4054748.0	393	23	16.09	15.22	13.58	
1432397127	13.7	65.7	17.9	1427368452	2	4597.24	43844.61	1427974706	6.496488E7	392008.38	55.784	3391.0	3612028.0	204320.0	74.919	25.5	0	Linux	3.13.0-48-generic	x86	2.8	0.0	0.0	1444900.0	348668.0	3657724.0	3657416.0	886	106	41.31	52.32	44.2	
1432397155	0.9	90.6	8.4	1427367964	2	1.9	0.62	1427974694	52.75	169.28	51.35	2394.0	2049920.0	86324.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114828.0	2095100.0	2095100.0	293	70	61.79	56.97	43.04	
1432397190	0.0	90.4	9.6	1427368584	2	1.17	0.82	1427974707	70.15	91.15	36.999	2394.0	4047916.0	141196.0	59.051	37.3	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1960748.0	126496.0	4192252.0	4052796.0	393	7	16.43	15.4	13.78	
1432397127	11.8	64.5	21.4	1427368452	2	4678.12	43830.27	1427974746	6.4975476E7	395819.53	55.768	3391.0	3612028.0	180936.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.3	0.0	0.0	1445044.0	348680.0	3657724.0	3657416.0	896	112	52.52	53.87	45.07	
1432397155	0.9	89.7	9.4	1427367964	2	1.9	0.62	1427974734	52.75	169.28	51.35	2394.0	2049920.0	84640.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114852.0	2095100.0	2095100.0	293	70	54.88	55.82	43.24	
1432397190	0.0	90.4	9.6	1427368584	2	1.17	0.82	1427974737	70.15	91.15	36.999	2394.0	4047916.0	140328.0	59.051	37.3	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1982108.0	107872.0	4192252.0	4052464.0	393	7	14.87	15.1	13.71	
1432397127	10.7	68.9	17.4	1427368452	2	4861.82	43967.84	1427974786	6.5243244E7	407195.97	55.768	3391.0	3612028.0	186544.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	3.0	0.0	0.0	1445060.0	348684.0	3657724.0	3657416.0	896	112	47.04	52.12	44.85	
1432397155	0.9	89.7	9.4	1427367964	2	1.9	0.62	1427974774	52.75	169.28	51.35	2394.0	2049920.0	83596.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114868.0	2095100.0	2095100.0	294	70	56.22	55.89	43.78	
1432397190	0.1	91.0	8.9	1427368584	2	1.17	0.82	1427974777	70.15	91.15	36.872	2394.0	4047916.0	138956.0	59.051	37.6	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1996836.0	96320.0	4192252.0	4051240.0	393	14	14.87	15.1	13.71	
1432397127	9.4	69.8	18.2	1427368452	2	4767.12	44678.02	1427974826	6.6283564E7	400292.09	55.768	3391.0	3612028.0	175908.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.6	0.0	0.0	1445040.0	348704.0	3657724.0	3657416.0	880	96	57.48	54.5	45.97	
1432397155	0.9	90.0	9.1	1427367964	2	1.9	0.62	1427974814	52.75	169.28	51.35	2394.0	2049920.0	83596.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114868.0	2095100.0	2095100.0	294	70	56.22	55.89	43.78	
1432397190	0.1	91.0	8.9	1427368584	2	1.17	0.82	1427974817	70.15	91.15	36.872	2394.0	4047916.0	143824.0	59.051	37.6	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1993384.0	96312.0	4192252.0	4049920.0	393	14	14.29	14.81	13.72	
1432397127	9.9	67.3	19.7	1427368452	2	4601.84	43436.68	1427974867	6.4469552E7	385773.38	55.768	3391.0	3612028.0	257876.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	3.1	0.0	0.0	1383152.0	323536.0	3657724.0	3657064.0	880	96	64.89	56.83	47.12	
1432397155	0.9	90.0	9.1	1427367964	2	1.9	0.62	1427974854	52.75	169.28	51.35	2394.0	2049920.0	82196.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114896.0	2095100.0	2095100.0	294	70	56.33	55.72	44.71	
1432397190	0.0	90.5	9.4	1427368584	2	1.17	0.82	1427974863	70.15	91.15	36.872	2394.0	4047916.0	141368.0	59.051	37.6	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1997348.0	95304.0	4192252.0	4049004.0	393	22	14.02	14.72	13.74	
1432397127	14.1	65.8	17.9	1427368452	2	4644.72	41949.87	1427974906	6.2237588E7	388006.47	55.768	3391.0	3612028.0	261388.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.2	0.0	0.0	1387080.0	323548.0	3657724.0	3657064.0	878	25	75.89	60.37	48.7	
1432397155	1.0	91.0	8.0	1427367964	2	1.1	0.55	1427974894	43.76	90.91	51.35	2394.0	2049920.0	80744.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114904.0	2095100.0	2095100.0	294	70	60.37	56.71	45.5	
1432397190	0.0	89.7	10.3	1427368584	2	1.17	0.82	1427974897	70.15	91.15	36.872	2394.0	4047916.0	156180.0	59.051	37.6	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2010400.0	70316.0	4192252.0	4048228.0	393	22	15.04	14.88	13.83	
1432397127	11.4	69.1	16.3	1427368452	2	4370.63	40382.08	1427974946	5.9899088E7	365352.72	55.747	3391.0	3612028.0	258256.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	3.2	0.0	0.0	1390868.0	323556.0	3657724.0	3657064.0	878	25	60.13	57.72	48.07	
1432397155	1.0	91.0	8.0	1427367964	2	1.1	0.55	1427974934	43.76	90.91	51.35	2394.0	2049920.0	80744.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114904.0	2095100.0	2095100.0	294	71	57.22	56.45	45.89	
1432397190	0.0	89.7	10.3	1427368584	2	1.0	0.82	1427974940	71.1	93.1	36.771	2394.0	4047916.0	151928.0	59.051	37.7	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2030764.0	54684.0	4192252.0	4047648.0	393	18	13.25	14.42	13.74	
1432397127	15.1	63.6	18.4	1427368452	2	4147.43	38193.4	1427974986	5.6610168E7	348509.22	55.747	3391.0	3612028.0	255164.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.9	0.0	0.0	1394540.0	323560.0	3657724.0	3657064.0	858	3	66.58	59.75	49.36	
1432397155	0.9	89.8	9.3	1427367964	2	1.1	0.55	1427974984	43.76	90.91	51.35	2394.0	2049920.0	80744.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114904.0	2095100.0	2095100.0	294	71	61.59	57.57	46.71	
1432397190	0.0	88.2	11.8	1427368584	2	1.0	0.82	1427974977	71.1	93.1	36.771	2394.0	4047916.0	157932.0	59.051	37.7	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2047152.0	34772.0	4192252.0	4046864.0	393	18	13.25	14.42	13.74	
1432397127	12.4	69.0	15.8	1427368452	2	4176.28	38122.4	1427975026	5.6500956E7	350364.22	55.747	3391.0	3612028.0	247440.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.8	0.0	0.0	1398188.0	323564.0	3657724.0	3657064.0	858	3	67.54	60.94	50.2	
1432397155	0.9	89.8	9.3	1427367964	2	1.1	0.55	1427975014	43.76	90.91	51.35	2394.0	2049920.0	80744.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114904.0	2095100.0	2095100.0	294	48	64.61	58.81	47.58	
1432397190	0.0	87.8	12.2	1427368584	2	1.0	0.82	1427975027	71.1	93.1	36.771	2394.0	4047916.0	148292.0	59.051	37.7	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2059176.0	34520.0	4192252.0	4046208.0	393	21	14.74	14.52	13.82	
1432397127	15.3	66.3	15.0	1427368452	2	4034.4	39141.68	1427975066	5.8084296E7	339266.0	55.747	3391.0	3612028.0	247496.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	3.4	0.0	0.0	1401760.0	323564.0	3657724.0	3657064.0	860	0	60.66	59.81	50.06	
1432397155	0.9	89.8	9.3	1427367964	2	1.1	0.55	1427975054	43.76	90.91	51.35	2394.0	2049920.0	77596.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1185920.0	114976.0	2095100.0	2095100.0	294	48	62.64	59.11	48.16	
1432397190	0.0	87.8	12.2	1427368584	2	1.0	0.82	1427975057	71.1	93.1	36.771	2394.0	4047916.0	143308.0	59.051	37.7	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2063292.0	33632.0	4192252.0	4045708.0	393	21	14.74	14.52	13.82	
1432397127	14.6	65.4	17.4	1427368452	2	4393.61	38962.03	1427975106	5.7750904E7	366181.34	55.732	3391.0	3612028.0	233564.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.6	0.0	0.0	1405464.0	323568.0	3657724.0	3657064.0	860	0	69.56	62.24	51.49	
1432397155	1.0	89.9	9.1	1427367964	2	1.1	0.55	1427975094	43.76	90.91	51.35	2394.0	2049920.0	80360.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1181824.0	114992.0	2095100.0	2095100.0	293	42	57.33	58.03	48.03	
1432397190	0.0	88.3	11.7	1427368584	2	1.0	0.82	1427975107	71.1	93.1	36.771	2394.0	4047916.0	151032.0	59.051	37.7	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2055872.0	33624.0	4192252.0	4044200.0	394	23	14.74	14.52	13.82	
1432397127	13.2	67.4	17.2	1427368452	2	4284.97	37384.94	1427975146	5.5348176E7	358615.25	55.732	3391.0	3612028.0	226236.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.2	0.0	0.0	1409160.0	323572.0	3657724.0	3657064.0	869	55	56.77	59.86	50.94	
1432397155	1.0	89.9	9.1	1427367964	2	1.1	0.55	1427975134	43.76	90.91	51.35	2394.0	2049920.0	78204.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1181824.0	115004.0	2095100.0	2095100.0	293	42	59.03	58.26	48.52	
1432397190	0.0	90.9	9.1	1427368584	2	1.0	0.82	1427975137	71.1	93.1	36.65	2394.0	4047916.0	151888.0	59.051	37.9	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2054340.0	32700.0	4192252.0	4042988.0	394	23	16.05	14.97	14.04	
1432397127	10.8	70.5	15.9	1427368452	2	4053.78	37092.32	1427975186	5.4928484E7	341346.69	55.732	3391.0	3612028.0	232864.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.7	0.0	0.0	1412760.0	323580.0	3657724.0	3657064.0	869	55	50.22	57.42	50.66	
1432397155	0.9	89.7	9.4	1427367964	2	1.1	0.55	1427975174	43.76	90.91	51.35	2394.0	2049920.0	83972.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1173632.0	115020.0	2095100.0	2095100.0	293	24	62.32	59.09	49.2	
1432397190	0.0	90.9	9.1	1427368584	2	1.0	0.82	1427975177	71.1	93.1	36.65	2394.0	4047916.0	149108.0	59.051	37.9	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2064120.0	27628.0	4192252.0	4041880.0	395	17	16.05	14.97	14.04	
1432397127	15.4	65.9	17.4	1427368452	2	4134.77	38692.82	1427975226	5.7353036E7	346704.47	55.732	3391.0	3612028.0	215276.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	1.4	0.0	0.0	1416368.0	323584.0	3657724.0	3657064.0	873	45	51.43	57.02	50.82	
1432397155	0.9	89.7	9.4	1427367964	2	0.88	0.58	1427975214	46.3	79.85	51.35	2394.0	2049920.0	83972.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1173632.0	115020.0	2095100.0	2095100.0	293	24	60.64	59.32	49.91	
1432397190	0.0	90.8	9.2	1427368584	2	1.75	0.4	1427975227	32.44	153.33	36.65	2394.0	4047916.0	144440.0	59.051	37.9	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2073924.0	24552.0	4192252.0	4040472.0	395	17	16.09	15.3	14.27	
1432397127	15.1	67.9	14.9	1427368452	2	3917.36	38657.27	1427975270	5.733784E7	330334.34	55.714	3391.0	3612028.0	220952.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.1	0.0	0.0	1419908.0	323588.0	3657724.0	3657064.0	873	45	59.74	58.4	51.54	
1432397155	0.9	89.6	9.6	1427367964	2	0.88	0.58	1427975254	46.3	79.85	51.35	2394.0	2049920.0	81908.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1173632.0	115044.0	2095100.0	2095100.0	293	43	63.33	60.11	50.57	
1432397190	0.0	90.8	9.2	1427368584	2	1.75	0.4	1427975257	32.44	153.33	36.65	2394.0	4047916.0	147748.0	59.051	37.9	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2073528.0	24572.0	4192252.0	4038864.0	395	16	16.09	15.3	14.27	
1432397127	17.6	65.3	16.0	1427368452	2	4059.88	37941.94	1427975306	5.6234256E7	341450.97	55.714	3391.0	3612028.0	208432.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	1.2	0.0	0.0	1423516.0	323588.0	3657724.0	3657064.0	872	108	46.63	55.17	50.74	
1432397155	0.9	89.6	9.6	1427367964	2	0.88	0.58	1427975294	46.3	79.85	51.35	2394.0	2049920.0	81908.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1173632.0	115044.0	2095100.0	2095100.0	293	43	60.56	59.82	50.88	
1432397190	0.0	90.8	9.2	1427368584	2	1.75	0.4	1427975307	32.44	153.33	36.548	2394.0	4047916.0	151732.0	59.051	38.1	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2073500.0	24268.0	4192252.0	4037212.0	395	16	16.71	15.61	14.46	
1432397127	17.1	63.9	17.6	1427368452	2	3976.13	35597.21	1427975346	5.2658552E7	335661.75	55.714	3391.0	3612028.0	204140.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	1.4	0.0	0.0	1427164.0	323592.0	3657724.0	3657064.0	872	108	51.77	55.45	51.02	
1432397155	0.9	88.7	10.4	1427367964	2	0.88	0.58	1427975344	46.3	79.85	51.35	2394.0	2049920.0	81908.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1173632.0	115044.0	2095100.0	2095100.0	293	37	64.07	60.8	51.58	
1432397190	0.0	91.6	8.4	1427368584	2	1.75	0.4	1427975337	32.44	153.33	36.548	2394.0	4047916.0	148884.0	59.051	38.1	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2078720.0	24312.0	4192252.0	4036388.0	395	14	16.71	15.61	14.46	
1432397127	13.6	68.3	15.4	1427368452	2	3728.9	35814.5	1427975386	5.3079504E7	313973.03	55.714	3391.0	3612028.0	201240.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.7	0.0	0.0	1430468.0	323604.0	3657724.0	3657064.0	887	44	49.9	54.93	51.06	
1432397155	0.9	88.7	10.4	1427367964	2	0.88	0.58	1427975374	46.3	79.85	51.35	2394.0	2049920.0	96804.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1158764.0	113568.0	2095100.0	2095100.0	293	37	58.79	59.95	51.69	
1432397190	0.3	91.1	8.6	1427368584	2	1.75	0.4	1427975377	32.44	153.33	36.548	2394.0	4047916.0	145856.0	59.051	38.1	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2088056.0	19444.0	4192252.0	4031684.0	395	14	16.71	15.61	14.46	
1432397127	22.1	60.8	14.4	1427368452	2	3953.05	38148.07	1427975426	5.6576992E7	330780.84	55.714	3391.0	3612028.0	203980.0	74.919	25.6	0	Linux	3.13.0-48-generic	x86	2.7	0.0	0.0	1433884.0	323616.0	3657724.0	3657064.0	887	44	40.89	52.15	50.3	
1432397155	0.9	88.7	10.4	1427367964	2	0.88	0.58	1427975414	46.3	79.85	51.35	2394.0	2049920.0	96804.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1158764.0	113568.0	2095100.0	2095100.0	293	71	58.76	59.93	52.04	
1432397190	0.3	91.1	8.6	1427368584	2	1.75	0.4	1427975417	32.44	153.33	36.548	2394.0	4047916.0	171744.0	59.051	38.1	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2078948.0	12448.0	4192252.0	4030908.0	394	22	14.33	15.15	14.4	
1432397127	22.8	61.0	15.2	1427368452	2	3771.87	34747.9	1427975467	5.1485392E7	315248.5	55.7	3391.0	3612028.0	191884.0	74.919	25.7	0	Linux	3.13.0-48-generic	x86	1.0	0.0	0.0	1437096.0	323620.0	3657724.0	3657064.0	864	0	38.53	50.19	49.72	
1432397155	0.9	88.8	10.3	1427367964	2	0.88	0.58	1427975454	46.3	79.85	51.35	2394.0	2049920.0	101132.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1155260.0	113004.0	2095100.0	2095100.0	293	71	58.25	59.68	52.29	
1432397190	0.0	90.6	9.4	1427368584	2	1.75	0.4	1427975457	32.44	153.33	36.548	2394.0	4047916.0	143744.0	59.051	38.1	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2103132.0	12412.0	4192252.0	4030908.0	394	22	14.33	15.15	14.4	
1432397127	16.1	66.7	14.4	1427368452	2	3683.81	36117.34	1427975506	5.3572932E7	308284.06	55.7	3391.0	3612028.0	203700.0	74.919	25.7	0	Linux	3.13.0-48-generic	x86	2.7	0.0	0.0	1440240.0	323624.0	3657724.0	3657064.0	864	0	49.11	51.0	49.98	
1432397155	0.9	88.8	10.3	1427367964	2	1.92	0.75	1427975494	62.02	137.2	51.35	2394.0	2049920.0	99836.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1155260.0	113012.0	2095100.0	2095100.0	293	34	58.25	59.68	52.29	
1432397190	0.0	90.6	9.4	1427368584	2	1.75	0.4	1427975497	32.44	153.33	36.422	2394.0	4047916.0	151784.0	59.051	38.3	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2102320.0	8096.0	4192252.0	4028276.0	394	13	14.77	15.0	14.41	
1432397127	11.4	70.3	16.7	1427368452	2	4451.2	42367.55	1427975546	6.2835204E7	374367.19	55.7	3391.0	3612028.0	274652.0	74.919	25.7	0	Linux	3.13.0-48-generic	x86	1.6	0.0	0.0	1377912.0	298080.0	3657724.0	3657064.0	882	76	65.19	54.78	51.29	
1432397155	0.9	89.5	9.6	1427367964	2	1.92	0.75	1427975534	62.02	137.2	51.35	2394.0	2049920.0	101824.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1151164.0	113028.0	2095100.0	2095100.0	293	34	57.34	58.88	52.61	
1432397190	0.1	90.8	9.1	1427368584	2	1.95	0.58	1427975537	48.2	148.1	36.422	2394.0	4047916.0	155920.0	59.051	38.3	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2100584.0	8152.0	4192252.0	4027376.0	394	13	14.77	15.0	14.41	
1432397127	13.8	67.5	17.5	1427368452	2	4542.1	41986.89	1427975586	6.2226904E7	381477.88	55.7	3391.0	3612028.0	271400.0	74.919	25.7	0	Linux	3.13.0-48-generic	x86	1.2	0.0	0.0	1382084.0	298088.0	3657724.0	3657064.0	882	76	76.8	58.99	52.85	
1432397155	0.9	89.5	9.6	1427367964	2	1.92	0.75	1427975576	62.02	137.2	51.35	2394.0	2049920.0	99188.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1151164.0	113044.0	2095100.0	2095100.0	293	47	63.03	60.16	53.31	
1432397190	0.1	90.8	9.1	1427368584	2	1.95	0.58	1427975577	48.2	148.1	36.422	2394.0	4047916.0	161132.0	59.051	38.3	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2101580.0	8180.0	4192252.0	4023972.0	394	9	14.42	14.81	14.4	
1432397127	7.6	74.8	16.4	1427368452	2	4440.63	41424.81	1427975630	6.139512E7	372825.34	55.682	3391.0	3612028.0	261272.0	74.919	25.7	0	Linux	3.13.0-48-generic	x86	1.2	0.0	0.0	1385872.0	298112.0	3657724.0	3657064.0	892	93	80.59	61.97	54.08	
1432397155	0.9	90.0	9.1	1427367964	2	1.92	0.75	1427975614	62.02	137.2	51.35	2394.0	2049920.0	99188.0	61.165	16.0	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	1151164.0	113044.0	2095100.0	2095100.0	293	47	62.08	60.41	53.69	
1432397190	0.1	90.8	9.1	1427368584	2	1.95	0.58	1427975627	48.2	148.1	36.422	2394.0	4047916.0	152508.0	59.051	38.3	0	Linux	3.13.0-48-generic	x86_64	0.0	0.0	0.0	2111180.0	8240.0	4192252.0	4023740.0	394	9	14.42	14.81	14.4	
1432397127	12.9	70.8	15.6	1427368452	2	4449.68	40841.13	1427975666	6.0521984E7	372631.53	55.682	3391.0	3612028.0	269144.0	74.919	25.7	0	Linux	3.13.0-48-generic	x86	0.8	0.0	0.0	1389760.0	298132.0	3657724.0	3657064.0	892	93	77.86	64.39	55.3	
